"","num","title","year","word.count","president","party","st.flag","eoMatches.num","matchWords.num","stMatch.count","stMatchRatio","Id","Label"
"256","12153","Price Controls on Heavy Crude Oil","1979",290,"39-Jimmy Carter","D",TRUE,2,1,3,0.0103448275862069,"12153","12153"
"257","13681","Improving the Security of Consumer Financial Transactions","2014",968,"44-Barack Obama","D",TRUE,0,12,10,0.0103305785123967,"13681","13681"
"258","10926","Amending Executive Order No. 10919, February 17, 1961, to Extend the Time Within Which the Board Created Therein, to Investigate a Dispute Between Pan American World Airways, Inc., and Certain of its Employees, Shall Report its Findings to the President","1961",97,"35-John F. Kennedy","D",TRUE,1,1,1,0.0103092783505155,"10926","10926"
"259","12929","Delegation of Authority Regarding the Naval Petroleum and Oil Shale Reserves","1994",97,"42-William J. Clinton","D",TRUE,0,1,1,0.0103092783505155,"12929","12929"
"260","13676","Combating Antibiotic-Resistant Bacteria","2014",2276,"44-Barack Obama","D",TRUE,0,20,23,0.0101054481546573,"13676","13676"
"261","13592","Improving American Indian and Alaska Native Educational Opportunities and Strengthening Tribal Colleges and Universities","2011",2380,"44-Barack Obama","D",TRUE,3,15,24,0.0100840336134454,"13592","13592"
"262","9865","Providing for the Protection Abroad of Inventions Resulting from Research Financed by the Government","1947",699,"33-Harry S. Truman","D",TRUE,3,8,7,0.0100143061516452,"9865","9865"
"263","11739","Adjusting Rates of Pay for Certain Statutory Pay Systems","1973",500,"37-Richard Nixon","R",TRUE,0,2,5,0.01,"11739","11739"
"264","10230","Amending the Selective Service Regulations","1951",708,"33-Harry S. Truman","D",TRUE,1,4,7,0.00988700564971751,"10230","10230"
"265","12658","President's Commission on Catastrophic Nuclear Accidents","1988",708,"40-Ronald Reagan","R",TRUE,0,4,7,0.00988700564971751,"12658","12658"
"266","13533","Providing an Order of Succession Within the Department of Defense","2010",607,"44-Barack Obama","D",TRUE,1,6,6,0.00988467874794069,"13533","13533"
"267","11768","Placing Certain Positions in Levels IV and V of the Executive Schedule","1974",407,"37-Richard Nixon","R",TRUE,1,15,4,0.00982800982800983,"11768","11768"
"268","12171","Exclusions From the Federal Labor-Management Relations Program","1979",816,"39-Jimmy Carter","D",TRUE,0,9,8,0.00980392156862745,"12171","12171"
"269","10443","Suspension of the Eight-Hour Law as to Laborers and Mechanics Employed by the Atomic Energy Commission on Public Work Essential to the National Defense","1953",308,"34-Dwight D. Eisenhower","R",TRUE,0,1,3,0.00974025974025974,"10443","10443"
"270","13587","Structural Reforms To Improve the Security of Classified Networks and the Responsible Sharing and Safeguarding of Classified Information","2011",2259,"44-Barack Obama","D",TRUE,10,15,22,0.00973882248782647,"13587","13587"
"271","12428","President's Commission on Industrial Competitiveness","1983",419,"40-Ronald Reagan","R",TRUE,0,2,4,0.00954653937947494,"12428","12428"
"272","12869","Continuance of Certain Federal Advisory Committees","1993",524,"42-William J. Clinton","D",TRUE,23,12,5,0.00954198473282443,"12869","12869"
"273","13589","Promoting Efficient Spending","2011",841,"44-Barack Obama","D",TRUE,1,4,8,0.00951248513674197,"13589","13589"
"274","10185","Amendment of Executive Order No. 10166 of October 4, 1950","1950",211,"33-Harry S. Truman","D",TRUE,1,1,2,0.00947867298578199,"10185","10185"
"275","12657","Federal Emergency Management Agency Assistance in Emergency Preparedness Planning at Commercial Nuclear Power Plants","1988",1583,"40-Ronald Reagan","R",TRUE,3,6,15,0.00947567909033481,"12657","12657"
"276","13385","Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders","2005",1276,"43-George W. Bush","R",TRUE,20,18,12,0.00940438871473354,"13385","13385"
"277","13410","Promoting Quality and Efficient Health Care in Federal Government Administered or Sponsored Health Care Programs","2006",958,"43-George W. Bush","R",TRUE,0,6,9,0.00939457202505219,"13410","13410"
"278","12130","President's Commission on the Accident at Three Mile Island","1979",639,"39-Jimmy Carter","D",TRUE,0,5,6,0.00938967136150235,"12130","12130"
"279","13575","Establishment of the White House Rural Council","2011",853,"44-Barack Obama","D",TRUE,0,26,8,0.00937866354044549,"13575","13575"
"280","12742","National Security Industrial Responsiveness","1991",961,"41-George H. W. Bush","R",TRUE,0,9,9,0.00936524453694069,"12742","12742"
"281","12069","Executive Schedule","1978",107,"39-Jimmy Carter","D",TRUE,0,2,1,0.00934579439252336,"12069","12069"
"282","12545","National Commission on Space","1986",108,"40-Ronald Reagan","R",TRUE,1,1,1,0.00925925925925926,"12545","12545"
"283","10892","Amendment of Executive Order 10152, Prescribing Regulations Relating to Incentive Pay for the Performance of Hazardous Duty by Members of the Uniformed Services","1960",217,"34-Dwight D. Eisenhower","R",TRUE,1,3,2,0.00921658986175115,"10892","10892"
"284","9750","Excluding from the Provisions of the Classification Act of 1923, as Amended Positions of Persons Whose Employment in Government Hospitals is on a Student-Training Or Resident-Training Basis","1946",327,"33-Harry S. Truman","D",TRUE,0,1,3,0.00917431192660551,"9750","9750"
"285","11736","Amending Executive Order No. 11708, Placing Certain Positions in Levels IV and V of the Executive Schedule","1973",219,"37-Richard Nixon","R",TRUE,1,7,2,0.0091324200913242,"11736","11736"
"286","10887","Designating the Department of Commerce To Perform Functions With Respect to Participation of the United States in the Century 21 Exposition","1960",220,"34-Dwight D. Eisenhower","R",TRUE,0,4,2,0.00909090909090909,"10887","10887"
"287","13062","Continuance of Certain Federal Advisory Committees and Amendments to Executive Orders 13038 and 13054","1997",661,"42-William J. Clinton","D",TRUE,29,15,6,0.00907715582450832,"13062","13062"
"288","11444","Creating an Emergency Board to Investigate Disputes Between the Carriers Represented by the National Railway Labor Conference and Certain of Their Employees","1969",887,"36-Lyndon B. Johnson","D",TRUE,0,2,8,0.00901916572717024,"11444","11444"
"289","10831","Establishing the Federal Radiation Council","1959",334,"34-Dwight D. Eisenhower","R",TRUE,0,7,3,0.00898203592814371,"10831","10831"
"290","10417","Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Construction and Operation of Atomic Energy Facilities","1952",223,"33-Harry S. Truman","D",TRUE,0,3,2,0.00896860986547085,"10417","10417"
"291","10819","Amendment of Executive Order No. 10480, as Amended, Relating to the Defense Mobilization Program","1959",225,"34-Dwight D. Eisenhower","R",TRUE,2,6,2,0.00888888888888889,"10819","10819"
"292","10804","Delegating to the Civil Service Commission the Authority of the President To Prescribe Regulations Under the Federal Employees International Organization Service Act","1959",226,"34-Dwight D. Eisenhower","R",TRUE,3,2,2,0.00884955752212389,"10804","10804"
"293","13514","Federal Leadership in Environmental, Energy, and Economic Performance","2009",5435,"44-Barack Obama","D",TRUE,1,19,48,0.00883164673413064,"13514","13514"
"294","12546","Presidential Commission on the Space Shuttle Challenger Accident","1986",454,"40-Ronald Reagan","R",TRUE,0,2,4,0.00881057268722467,"12546","12546"
"295","11024","Exemption of Alan T. Waterman from Compulsory Retirement for Age","1962",114,"35-John F. Kennedy","D",TRUE,0,1,1,0.0087719298245614,"11024","11024"
"296","13260","Establishing the Presidents Homeland Security Advisory Council and Senior Advisory Committees for Homeland Security","2002",799,"43-George W. Bush","R",TRUE,0,5,7,0.00876095118898623,"13260","13260"
"297","13094","Proliferation of Weapons of Mass Destruction","1998",800,"42-William J. Clinton","D",TRUE,5,8,7,0.00875,"13094","13094"
"298","13409","Establishing an Emergency Board To Investigate a Dispute Between Southeastern Pennsylvania Transportation Authority and its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen","2006",345,"43-George W. Bush","R",TRUE,0,1,3,0.00869565217391304,"13409","13409"
"299","10774","Providing for the Protection of the Civil-Service Rights of Federal Personnel Who Transfer to the International Atomic Energy Agency","1958",921,"34-Dwight D. Eisenhower","R",TRUE,0,2,8,0.00868621064060804,"10774","10774"
"300","13679","Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen","2014",461,"44-Barack Obama","D",TRUE,1,1,4,0.00867678958785249,"13679","13679"
"301","13121","Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting Trade Transactions Involving the Federal Republic of Yugoslavia","1999",924,"42-William J. Clinton","D",TRUE,1,6,8,0.00865800865800866,"13121","13121"
"302","13571","Streamlining Service Delivery and Improving Customer Service","2011",925,"44-Barack Obama","D",TRUE,1,7,8,0.00864864864864865,"13571","13571"
"303","11714","Amending Executive Order No. 11652 on Classification and Declassification of National Security Information and Material","1973",116,"37-Richard Nixon","R",TRUE,1,4,1,0.00862068965517241,"11714","11714"
"304","13689","Enhancing Coordination of National Efforts in the Arctic","2015",1508,"44-Barack Obama","D",TRUE,0,15,13,0.00862068965517241,"13689","13689"
"305","12194","Radiation Policy Council","1980",467,"39-Jimmy Carter","D",TRUE,0,15,4,0.00856531049250535,"12194","12194"
"306","11708","Placing Certain Positions in Levels IV and V of the Executive Schedule","1973",352,"37-Richard Nixon","R",TRUE,1,12,3,0.00852272727272727,"11708","11708"
"307","12656","Assignment of Emergency Preparedness Responsibilities","1988",9994,"40-Ronald Reagan","R",TRUE,3,32,85,0.0085051030618371,"12656","12656"
"308","12920","Prohibiting Certain Transactions With Respect to Haiti","1994",830,"42-William J. Clinton","D",TRUE,2,6,7,0.00843373493975904,"12920","12920"
"309","10691","Creating an Emergency Board To Investigate a Dispute Between the Spokane, Portland & Seattle Railway Company and Certain of Its Employees Represented by the Brotherhood of Locomotive Engineers","1956",238,"34-Dwight D. Eisenhower","R",TRUE,0,1,2,0.00840336134453781,"10691","10691"
"310","13585","Continuance of Certain Federal Advisory Committees","2011",955,"44-Barack Obama","D",TRUE,16,14,8,0.00837696335078534,"13585","13585"
"311","10687","Suspension of a Portion of Section 5762(a) of Title 10 of the United States Code Relating to the Recommendation of Officers for Promotion to Certain Grades","1956",120,"34-Dwight D. Eisenhower","R",TRUE,0,2,1,0.00833333333333333,"10687","10687"
"312","12907","Amending Executive Order No. 12882","1994",120,"42-William J. Clinton","D",TRUE,1,1,1,0.00833333333333333,"12907","12907"
"313","13653","Preparing the United States for the Impacts of Climate Change","2013",2892,"44-Barack Obama","D",TRUE,8,31,24,0.00829875518672199,"13653","13653"
"314","11524","Adjusting rates of Pay for Certain Statutory Schedules","1970",603,"37-Richard Nixon","R",TRUE,0,3,5,0.00829187396351575,"11524","11524"
"315","10901","Amendment of Executive Order 10501, Relating to Safeguarding Official Information in the Interests of the Defense of the United States","1961",489,"34-Dwight D. Eisenhower","R",TRUE,1,21,4,0.0081799591002045,"10901","10901"
"316","10366","Amending the Selctive Service Regulations","1952",367,"33-Harry S. Truman","D",TRUE,1,4,3,0.00817438692098093,"10366","10366"
"317","13138","Continuance of Certain Federal Advisory Committees","1999",1103,"42-William J. Clinton","D",TRUE,42,26,9,0.00815956482320943,"13138","13138"
"318","11195","Placing Additional Positions in Levels IV and V of the Federal Executive Salary Schedule","1965",123,"36-Lyndon B. Johnson","D",TRUE,1,3,1,0.00813008130081301,"11195","11195"
"319","11811","Adjusting Rates of Pay for Certain Statutory Pay Systems","1974",617,"38-Gerald R. Ford","R",TRUE,7,2,5,0.00810372771474878,"11811","11811"
"320","13480","Exclusions From the Federal Labor-Management Relations Program","2008",741,"43-George W. Bush","R",TRUE,1,9,6,0.00809716599190283,"13480","13480"
"321","13606","Blocking the Property and Suspending Entry into the United States of Certain Persons With Respect to Grave Human Rights Abuses by the Governments of Iran and Syria Via Information Technology","2012",1607,"44-Barack Obama","D",TRUE,2,8,13,0.00808960796515246,"13606","13606"
"322","13699","Establishing the Advisory Board on Toxic Substances and Worker Health","2015",619,"44-Barack Obama","D",TRUE,1,7,5,0.00807754442649435,"13699","13699"
"323","10291","Establishing an Airspace Reservation Over the Savannah River Plant of the United States Atomic Energy Commission","1951",248,"33-Harry S. Truman","D",TRUE,0,1,2,0.00806451612903226,"10291","10291"
"324","10008","Amending the Selective Service Regulations","1948",4966,"33-Harry S. Truman","D",TRUE,3,6,40,0.00805477245267821,"10008","10008"
"325","13159","Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons","2000",871,"42-William J. Clinton","D",TRUE,2,7,7,0.00803673938002296,"13159","13159"
"326","10167","Prescribing or Amending Portions of the Selective Service Regulations","1950",4617,"33-Harry S. Truman","D",TRUE,1,3,37,0.00801386181503141,"10167","10167"
"327","12919","National Defense Industrial Resources Preparedness","1994",5278,"42-William J. Clinton","D",TRUE,13,21,42,0.00795755968169761,"12919","12919"
"328","13623","Preventing and Responding to Violence Against Women and Girls Globally","2012",1385,"44-Barack Obama","D",TRUE,0,17,11,0.00794223826714801,"13623","13623"
"329","13259","Designation of Public International Organizations for Purposes of the Securities Exchange Act of 1934 and the Foreign Corrupt Practices Act of 1977","2002",253,"43-George W. Bush","R",TRUE,0,4,2,0.00790513833992095,"13259","13259"
"330","13218","21st Century Workforce Initiative","2001",1146,"43-George W. Bush","R",TRUE,2,5,9,0.00785340314136126,"13218","13218"
"331","13031","Federal Alternative Fueled Vehicle Leadership","1996",1407,"42-William J. Clinton","D",TRUE,1,7,11,0.007818052594172,"13031","13031"
"332","12618","Uniform Treatment of Federally Funded Inventions","1987",256,"40-Ronald Reagan","R",TRUE,1,1,2,0.0078125,"12618","12618"
"333","13053","Adding Members to and Extending the President's Council on Sustainable Development","1997",129,"42-William J. Clinton","D",TRUE,1,2,1,0.00775193798449612,"13053","13053"
"334","13394","Providing an Order of Succession Within the Department of Defense","2005",516,"43-George W. Bush","R",TRUE,1,4,4,0.00775193798449612,"13394","13394"
"335","13231","Critical Infrastructure Protection in the Information Age","2001",4008,"43-George W. Bush","R",TRUE,6,25,31,0.00773453093812375,"13231","13231"
"336","12338","Exclusions From the Federal Labor- Management Relations Program","1982",391,"40-Ronald Reagan","R",TRUE,1,2,3,0.00767263427109974,"12338","12338"
"337","13059","Prohibiting Certain Transactions With Respect to Iran","1997",1568,"42-William J. Clinton","D",TRUE,3,6,12,0.0076530612244898,"13059","13059"
"338","12490","National Commission on Space","1984",662,"40-Ronald Reagan","R",TRUE,0,4,5,0.00755287009063444,"12490","12490"
"339","12187","Decontrol of Marginal Oil Wells","1979",266,"39-Jimmy Carter","D",TRUE,2,1,2,0.0075187969924812,"12187","12187"
"340","11794","Revoking Executive Order No. 10958, Relating to the Civil Defense Medical and Food Stockpiles","1974",134,"37-Richard Nixon","R",TRUE,5,5,1,0.00746268656716418,"11794","11794"
"341","11945","Physical Fitness and Sports","1976",406,"38-Gerald R. Ford","R",TRUE,1,6,3,0.00738916256157635,"11945","11945"
"342","11827","Continuance of Certain Federal Advisory Committees","1975",679,"38-Gerald R. Ford","R",TRUE,14,12,5,0.00736377025036819,"11827","11827"
"343","11861","Placing Certain Positions in Levels IV and V of the Executive Schedule","1975",408,"38-Gerald R. Ford","R",TRUE,1,14,3,0.00735294117647059,"11861","11861"
"344","11350","Amending the Selective Service Regulations","1967",2200,"36-Lyndon B. Johnson","D",TRUE,11,4,16,0.00727272727272727,"11350","11350"
"345","12774","Continuance of Certain Federal Advisory Committees","1991",414,"41-George H. W. Bush","R",TRUE,17,10,3,0.0072463768115942,"12774","12774"
"346","10909","Amendment of Executive Order 10865, Safeguarding Classified Information Within Industry","1961",693,"34-Dwight D. Eisenhower","R",TRUE,1,7,5,0.00721500721500722,"10909","10909"
"347","10921","Establishing a Commission to Inquire Into a Controversy Between Certain Air Carriers and Certain of Their Employees","1961",278,"35-John F. Kennedy","D",TRUE,0,2,2,0.00719424460431655,"10921","10921"
"348","13625","Improving Access to Mental Health Services for Veterans, Service Members, and Military Families","2012",1949,"44-Barack Obama","D",TRUE,0,12,14,0.00718317085684967,"13625","13625"
"349","11001","Assigning Emergency Preparedness Functions to the Secretary of Health, Education, and Welfare","1962",2371,"35-John F. Kennedy","D",TRUE,1,14,17,0.00716997047659215,"11001","11001"
"350","11743","Modifying Proclamation 3279, as Amended, With Respect to the Oil Policy Committee","1973",279,"37-Richard Nixon","R",TRUE,1,8,2,0.00716845878136201,"11743","11743"
"351","11079","Providing for the Prescribing of Regulations Under Which Members of the Armed Forces and Others May Accept Fellowships, Scholarships or Grants","1963",140,"35-John F. Kennedy","D",TRUE,0,5,1,0.00714285714285714,"11079","11079"
"352","10762","Delegating to the Secretary of Defense the Authority of the President To Order to Active Duty Members of the Reserve Components of the Armed Forces Who Are in Medical, Dental, or Allied Specialist Categories and To Prescribe Regulations Governing the Appointment, Reappointment, and Promotion of Such Members","1958",281,"34-Dwight D. Eisenhower","R",TRUE,2,2,2,0.00711743772241993,"10762","10762"
"353","12209","Decontrol of Marginal Oil Wells","1980",282,"39-Jimmy Carter","D",TRUE,3,1,2,0.00709219858156028,"12209","12209"
"354","12405","Establishment of Emergency Board No. 200 To Investigate a Railroad Labor Dispute","1983",282,"40-Ronald Reagan","R",TRUE,0,1,2,0.00709219858156028,"12405","12405"
"355","13613","Providing an Order of Succession Within the Department of Commerce","2012",424,"44-Barack Obama","D",TRUE,1,5,3,0.00707547169811321,"13613","13613"
"356","13515","Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs","2009",1714,"44-Barack Obama","D",TRUE,2,29,12,0.00700116686114352,"13515","13515"
"357","11556","Assigning Telecommunications Functions","1970",1729,"37-Richard Nixon","R",TRUE,7,14,12,0.00694042799305957,"11556","11556"
"358","12261","Gasohol in Federal Motor Vehicles","1981",578,"39-Jimmy Carter","D",TRUE,0,4,4,0.0069204152249135,"12261","12261"
"359","10317","Establishing the President's Commission of the Health Needs of the Nation","1951",725,"33-Harry S. Truman","D",TRUE,0,4,5,0.00689655172413793,"10317","10317"
"360","13617","Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons","2012",1015,"44-Barack Obama","D",TRUE,3,7,7,0.00689655172413793,"13617","13617"
"361","13000","Order of Succession of Officers To Act as Secretary of Defense","1996",581,"42-William J. Clinton","D",TRUE,1,4,4,0.00688468158347676,"13000","13000"
"362","12553","Revocation of Various Executive Orders","1986",4542,"40-Ronald Reagan","R",TRUE,377,21,31,0.00682518714222809,"12553","12553"
"363","13652","Continuance of Certain Federal Advisory Committees","2013",1466,"44-Barack Obama","D",TRUE,33,20,10,0.00682128240109141,"13652","13652"
"364","11105","Transferring to the Housing and Home Finance Administrator Certain Functions of the Atomic Energy Commission Under the Atomic Energy Community Act of 1955","1963",880,"35-John F. Kennedy","D",TRUE,2,3,6,0.00681818181818182,"11105","11105"
"365","12931","Federal Procurement Reform","1994",587,"42-William J. Clinton","D",TRUE,1,4,4,0.00681431005110733,"12931","12931"
"366","12761","Establishment of the President's Environment and Conservation Challenge Awards","1991",442,"41-George H. W. Bush","R",TRUE,0,5,3,0.00678733031674208,"12761","12761"
"367","13020","Amendment to Executive Order 12981","1996",739,"42-William J. Clinton","D",TRUE,2,3,5,0.006765899864682,"13020","13020"
"368","12235","Management of Natural Gas Supply Emergencies","1980",298,"39-Jimmy Carter","D",TRUE,0,2,2,0.00671140939597315,"12235","12235"
"369","13416","Strengthening Surface Transportation Security","2006",1043,"43-George W. Bush","R",TRUE,1,8,7,0.00671140939597315,"13416","13416"
"370","13446","Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders","2007",1341,"43-George W. Bush","R",TRUE,20,19,9,0.00671140939597315,"13446","13446"
"371","13164","Requiring Federal Agencies To Establish Procedures ToFacilitate the Provision of Reasonable Accommodation","2000",753,"42-William J. Clinton","D",TRUE,0,1,5,0.00664010624169987,"13164","13164"
"372","12601","Presidential Commission on the Human Immunodeficiency Virus Epidemic","1987",757,"40-Ronald Reagan","R",TRUE,0,6,5,0.00660501981505945,"12601","12601"
"373","11514","Protection and Enhancement of Environmental Quality","1970",1061,"37-Richard Nixon","R",TRUE,1,8,7,0.00659754948162111,"11514","11514"
"374","13129","Blocking Property and Prohibiting Transactions With the Taliban","1999",1062,"42-William J. Clinton","D",TRUE,0,9,7,0.00659133709981168,"13129","13129"
"375","12751","Health Care Services for Operation Desert Storm","1991",152,"41-George H. W. Bush","R",TRUE,1,4,1,0.00657894736842105,"12751","12751"
"376","12062","President's Commission on the Coal Industry","1978",609,"39-Jimmy Carter","D",TRUE,0,5,4,0.00656814449917898,"12062","12062"
"377","13016","Amendment to Executive Order 12580","1996",609,"42-William J. Clinton","D",TRUE,1,6,4,0.00656814449917898,"13016","13016"
"378","13603","National Defense Resources Preparedness","2012",5332,"44-Barack Obama","D",TRUE,4,27,35,0.00656414103525881,"13603","13603"
"379","11921","Adjusting Emergency Preparedness Assignments to Organizational and Functional Changes in Federal Departments and Agencies","1976",3359,"38-Gerald R. Ford","R",TRUE,6,20,22,0.00654956832390592,"11921","11921"
"380","13145","To Prohibit Discrimination in Federal Employment Based on Genetic Information","2000",1682,"42-William J. Clinton","D",TRUE,0,6,11,0.00653983353151011,"13145","13145"
"381","12850","Conditions for Renewal of Most-Favored-Nation Status for the Peoples Republic of China in 1994","1993",459,"42-William J. Clinton","D",TRUE,0,3,3,0.0065359477124183,"12850","12850"
"382","10096","Providing for a Uniform Patent Policy for the Government with Respect to Inventions Made by Government Employees and for the Administration of Such Policy","1950",1692,"33-Harry S. Truman","D",TRUE,2,13,11,0.00650118203309693,"10096","10096"
"383","13694","Blocking the Property of Certain Persons Engaging in Significant Malicious Cyber-Enabled Activities","2015",1387,"44-Barack Obama","D",TRUE,0,9,9,0.00648882480173035,"13694","13694"
"384","13543","National Commission on the BP Deepwater Horizon Oil Spill and Offshore Drilling","2010",771,"44-Barack Obama","D",TRUE,0,9,5,0.00648508430609598,"13543","13543"
"385","12938","Proliferation of Weapons of Mass Destruction","1994",1854,"42-William J. Clinton","D",TRUE,5,13,12,0.00647249190938511,"12938","12938"
"386","10997","Assigning Emergency Preparedness Functions to the Secretary of the Interior","1962",1244,"35-John F. Kennedy","D",TRUE,1,9,8,0.00643086816720257,"10997","10997"
"387","13485","Providing an Order of Succession Within the Department of Transportation","2009",470,"43-George W. Bush","R",TRUE,0,5,3,0.00638297872340425,"13485","13485"
"388","10865","Safeguarding Classified Information Within Industry","1960",1881,"34-Dwight D. Eisenhower","R",TRUE,0,7,12,0.00637958532695375,"10865","10865"
"389","12420","Incentive Pay for Hazardous Duty","1983",314,"40-Ronald Reagan","R",TRUE,1,2,2,0.00636942675159236,"12420","12420"
"390","12480","Establishment of Emergency Board No. 202 To Investigate a Railroad Labor Dispute","1984",314,"40-Ronald Reagan","R",TRUE,0,1,2,0.00636942675159236,"12480","12480"
"391","12650","Establishing an Emergency Board To Investigate a Railway Labor Dispute","1988",315,"40-Ronald Reagan","R",TRUE,0,1,2,0.00634920634920635,"12650","12650"
"392","13506","Establishing a White House Council on Women and Girls","2009",1269,"44-Barack Obama","D",TRUE,0,25,8,0.00630417651694247,"13506","13506"
"393","11152","Establishing the President's Committee on Manpower","1964",799,"36-Lyndon B. Johnson","D",TRUE,0,14,5,0.00625782227784731,"11152","11152"
"394","13153","Actions To Improve Low-Performing Schools","2000",1120,"42-William J. Clinton","D",TRUE,0,5,7,0.00625,"13153","13153"
"395","13547","Stewardship of the Ocean, Our Coasts, and the Great Lakes","2010",2267,"44-Barack Obama","D",TRUE,1,20,14,0.00617556241729157,"13547","13547"
"396","10028","Defining Noncombatant Service and Noncombatant Training","1949",162,"33-Harry S. Truman","D",TRUE,0,1,1,0.00617283950617284,"10028","10028"
"397","12370","Establishment of Emergency Board No. 194 To Investigate a Railroad Labor Dispute","1982",324,"40-Ronald Reagan","R",TRUE,0,1,2,0.00617283950617284,"12370","12370"
"398","10439","Amendment of Executive Order No. 10163 of September 25, 1950, Establishing the Armed Forces Reserve Medal","1953",325,"34-Dwight D. Eisenhower","R",TRUE,1,1,2,0.00615384615384615,"10439","10439"
"399","12860","Adding Members to the Committee on Foreign Investment in the United States","1993",163,"42-William J. Clinton","D",TRUE,1,5,1,0.00613496932515337,"12860","12860"
"400","12345","Physical Fitness and Sports","1982",818,"40-Ronald Reagan","R",TRUE,2,6,5,0.00611246943765281,"12345","12345"
"401","11044","Interagency Coordination of Arms Control and Disarmament Matters","1962",820,"35-John F. Kennedy","D",TRUE,0,7,5,0.00609756097560976,"11044","11044"
"402","12856","Federal Compliance With Right-to-Know Laws and Pollution Prevention Requirements","1993",3619,"42-William J. Clinton","D",TRUE,1,13,22,0.0060790273556231,"12856","12856"
"403","11129","Designating Facilities in Florida as the John F. Kennedy Space Center","1963",165,"36-Lyndon B. Johnson","D",TRUE,0,1,1,0.00606060606060606,"11129","11129"
"404","13127","Amendment to Executive Order 13073, Year 2000 Conversion","1999",333,"42-William J. Clinton","D",TRUE,1,3,2,0.00600600600600601,"13127","13127"
"405","11813","Permitting Cooperative Education Students to be Given Career or Career-Conditional Appointments","1974",334,"38-Gerald R. Ford","R",TRUE,1,2,2,0.00598802395209581,"11813","11813"
"406","13012","Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Their Employees Represented by The Brotherhood of Locomotive Engineers","1996",334,"42-William J. Clinton","D",TRUE,0,1,2,0.00598802395209581,"13012","13012"
"407","10735","Amending the Selective Service Regulations","1957",2009,"34-Dwight D. Eisenhower","R",TRUE,7,2,12,0.00597312095569935,"10735","10735"
"408","13647","Establishing the White House Council on Native American Affairs","2013",1340,"44-Barack Obama","D",TRUE,2,28,8,0.00597014925373134,"13647","13647"
"409","12103","President's Commission on the Coal Industry","1978",840,"39-Jimmy Carter","D",TRUE,1,6,5,0.00595238095238095,"12103","12103"
"410","13158","Marine Protected Areas","2000",1514,"42-William J. Clinton","D",TRUE,0,13,9,0.0059445178335535,"13158","13158"
"411","12140","Gasoline End-User Allocation","1979",505,"39-Jimmy Carter","D",TRUE,2,2,3,0.00594059405940594,"12140","12140"
"412","10278","Withdrawing from Appropriation the Phosphate Reserved to the United States in Certain Patented Lands and Transferring the Use, Possession, and Control Therefor to the Tennessee Valley Authority","1951",169,"33-Harry S. Truman","D",TRUE,0,1,1,0.00591715976331361,"10278","10278"
"413","11490","Assigning Emergency Preparedness Functions to Federal Departments and Agencies","1969",17114,"37-Richard Nixon","R",TRUE,27,29,101,0.0059016010283978,"11490","11490"
"414","10044","Amendment of Executive Order No. 9 of January 17, 1873, Relating to the Holding of State or Local Offices by Federal Officers and Employees","1949",170,"33-Harry S. Truman","D",TRUE,0,1,1,0.00588235294117647,"10044","10044"
"415","12766","European Bank for Reconstruction and Development and European Space Agency","1991",340,"41-George H. W. Bush","R",TRUE,2,2,2,0.00588235294117647,"12766","12766"
"416","13026","Administration of Export Controls on Encryption Products","1996",1020,"42-William J. Clinton","D",TRUE,4,9,6,0.00588235294117647,"13026","13026"
"417","12790","Amending the Order Establishing the Southwest Asia Service Medal","1992",172,"41-George H. W. Bush","R",TRUE,1,6,1,0.00581395348837209,"12790","12790"
"418","13096","American Indian and Alaska Native Education","1998",1550,"42-William J. Clinton","D",TRUE,1,15,9,0.00580645161290323,"13096","13096"
"419","13173","Interagency Task Force on the Economic Development of the Central San Joaquin Valley","2000",689,"42-William J. Clinton","D",TRUE,0,18,4,0.0058055152394775,"13173","13173"
"420","13579","Regulation and Independent Regulatory Agencies","2011",517,"44-Barack Obama","D",TRUE,2,7,3,0.00580270793036751,"13579","13579"
"421","10816","Amendment of Executive Order No. 10501 of November 5, 1953, Relating to Safeguarding Official Information in the Interests of the Defense of the United States","1959",348,"34-Dwight D. Eisenhower","R",TRUE,2,2,2,0.00574712643678161,"10816","10816"
"422","12491","Establishment of Emergency Board No. 205 To Investigate a Railroad Labor Dispute","1984",348,"40-Ronald Reagan","R",TRUE,0,1,2,0.00574712643678161,"12491","12491"
"423","12664","Establishment of Emergency Board No. 218 To Investigate a Railroad Labor Dispute","1989",350,"40-Ronald Reagan","R",TRUE,0,1,2,0.00571428571428571,"12664","12664"
