"num","title","year","president","party","eoMatches.out.num","eoMatches.in.num","eoMatches.all.num","is.ostp","Id","Label","presidentNum","Category"
"9844","Designating the United States Mission to the United Nations and Providing for Its Direction and Administration","1947","Truman","D",0,1,1,FALSE,"9844","9844",33,"Other_non"
"9846","Designating the United States Mission to the United Nations and Providing for Its Direction and Administration","1947","Truman","D",0,0,0,FALSE,"9846","9846",33,"Other_non"
"13228","Establishing the Office of Homeland Security and the Homeland Security Council","2001","W. Bush","R",2,4,6,FALSE,"13228","13228",43,"Other_non"
"11941","Adjustments of Certain Rates of Pay and Allowances","1976","Ford","R",1,2,3,FALSE,"11941","11941",38,"Other_non"
"13626","Gulf Coast Ecosystem Restoration","2012","Obama","D",2,0,2,FALSE,"13626","13626",44,"Obama_non"
"13280","Responsibilities of the Department of Agriculture and the Agency for International Development With Respect to Faith-Based and Community Initiatives","2002","W. Bush","R",0,0,0,FALSE,"13280","13280",43,"Other_non"
"13318","Presidential Management Fellows Program","2003","W. Bush","R",1,1,2,FALSE,"13318","13318",43,"Other_non"
"10998","Assigning Emergency Preparedness Functions to the Secretary of Agriculture","1962","Kennedy","D",1,1,2,FALSE,"10998","10998",35,"Other_non"
"11883","Adjustments of Certain Rates of Pay and Allowances","1975","Ford","R",2,1,3,FALSE,"11883","11883",38,"Other_non"
"12393","Establishment of Emergency Board No. 199 To Investigate a Railroad Labor Dispute","1982","Reagan","R",0,1,1,FALSE,"12393","12393",40,"Other_non"
"13272","Proper Consideration of Small Entities in Agency Rulemaking","2002","W. Bush","R",1,0,1,FALSE,"13272","13272",43,"Other_non"
"11301","Establishing the President's Committee on Libraries and the National Advisory Commission on Libraries","1966","Johnson","D",0,0,0,TRUE,"11301","11301",36,"Other_OSTP"
"13556","Controlled Unclassified Information","2010","Obama","D",1,1,2,FALSE,"13556","13556",44,"Obama_non"
"13170","Increasing Opportunities and Access for Disadvantaged Businesses","2000","Clinton","D",1,0,1,FALSE,"13170","13170",42,"Other_non"
"12165","Federal Civilian and Military Pay Increases","1979","Carter","D",1,2,3,FALSE,"12165","12165",39,"Other_non"
"12387","Adjustments of Certain Rates of Pay and Allowances","1982","Reagan","R",1,1,2,FALSE,"12387","12387",40,"Other_non"
"13371","Amendments to Executive Order 13285, Relating to the Presidents Council on Service and Civic Participation","2005","W. Bush","R",1,0,1,FALSE,"13371","13371",43,"Other_non"
"13659","Streamlining the Export/Import Process for America's Businesses","2014","Obama","D",1,0,1,FALSE,"13659","13659",44,"Obama_non"
"13342","Responsibilities of the Departments of Commerce and Veterans Affairs and the Small Business Administration With Respect to Faith-Based and Community Initiatives","2004","W. Bush","R",0,0,0,FALSE,"13342","13342",43,"Other_non"
"13339","Increasing Economic Opportunity and Business Participation of Asian Americans and Pacific Islanders","2004","W. Bush","R",0,2,2,FALSE,"13339","13339",43,"Other_non"
"9882","Appointment of the Members of a Military Tribunal Established for the Trial and Punishment of Major War Criminals in Germany","1947","Truman","D",0,0,0,FALSE,"9882","9882",33,"Other_non"
"13283","Establishing the Office of Global Communications","2003","W. Bush","R",1,1,2,FALSE,"13283","13283",43,"Other_non"
"11149","Establishing the President's Advisory Committee on Supersonic Transport","1964","Johnson","D",0,2,2,FALSE,"11149","11149",36,"Other_non"
"12087","Federal Civilian and Military Pay Increases","1978","Carter","D",1,1,2,FALSE,"12087","12087",39,"Other_non"
"9571","Authorizing the Secretary of the Interior to Acquire and Dispose of Certain Property","1945","Truman","D",0,0,0,FALSE,"9571","9571",33,"Other_non"
"11950","Conforming the Central Intelligence Agency and Civil Service Retirement and Disability Systems With Respect to Cost of Living Adjustments","1977","Ford","R",0,0,0,FALSE,"11950","11950",38,"Other_non"
"11279","Establishing the President's Committee on Health Manpower and the National Advisory Commission on Health Manpower","1966","Johnson","D",0,0,0,TRUE,"11279","11279",36,"Other_OSTP"
"13450","Improving Government Program Performance","2007","W. Bush","R",1,0,1,FALSE,"13450","13450",43,"Other_non"
"12330","Adjustments of Certain Rates of Pay and Allowances","1981","Reagan","R",2,1,3,FALSE,"12330","12330",40,"Other_non"
"12780","Federal Agency Recycling and the Council on Federal Recycling and Procurement Policy","1991","H.W. Bush","R",0,1,1,FALSE,"12780","12780",41,"Other_non"
"13685","Blocking Property of Certain Persons and Prohibiting Certain Transactions With Respect to the Crimea Region of Ukraine","2014","Obama","D",3,0,3,FALSE,"13685","13685",44,"Obama_non"
"13703","Implementing the National HIV/AIDS Strategy for the United States for 2015-2020","2015","Obama","D",2,0,2,FALSE,"13703","13703",44,"Obama_non"
"12917","Prohibiting Certain Transactions With Respect to Haiti","1994","Clinton","D",3,1,4,FALSE,"12917","12917",42,"Other_non"
"13357","Termination of Emergency Declared in Executive Order 12543 With Respect to the Policies and Actions of the Government of Libya and Revocation of Related Executive Orders","2004","W. Bush","R",4,0,4,FALSE,"13357","13357",43,"Other_non"
"13520","Reducing Improper Payments","2009","Obama","D",0,0,0,FALSE,"13520","13520",44,"Obama_non"
"12456","Adjustments of Certain Rates of Pay and Allowances","1983","Reagan","R",2,3,5,FALSE,"12456","12456",40,"Other_non"
"12356","National Security Information","1982","Reagan","R",1,8,9,FALSE,"12356","12356",40,"Other_non"
"13690","Establishing a Federal Flood Risk Management Standard and a Process for Further Soliciting and Considering Stakeholder Input","2015","Obama","D",1,0,1,FALSE,"13690","13690",44,"Obama_non"
"9809","Providing for the Disposition of Certain War Agencies","1946","Truman","D",5,2,7,FALSE,"9809","9809",33,"Other_non"
"12496","Adjustments of Certain Rates of Pay and Allowances","1984","Reagan","R",1,2,3,FALSE,"12496","12496",40,"Other_non"
"10122","Regulations Governing Payment of Disability Retirement Pay, Hospitalization, and Re-Examination of Members and Former Members of the Uniformed Services","1950","Truman","D",1,2,3,FALSE,"10122","10122",33,"Other_non"
"12578","Adjustments of Certain Rates of Federal Pay and Allowances","1986","Reagan","R",1,1,2,FALSE,"12578","12578",40,"Other_non"
"13732","United States Policy on Pre- and Post-Strike Measures to Address Civilian Casualties in U.S. Operations Involving the Use of Force","2016","Obama","D",0,0,0,FALSE,"13732","13732",44,"Obama_non"
"13313","Delegation of Certain Congressional Reporting Functions","2003","W. Bush","R",16,0,16,FALSE,"13313","13313",43,"Other_non"
"12333","United States Intelligence Activities","1981","Reagan","R",1,21,22,FALSE,"12333","12333",40,"Other_non"
"10900","Administration of the Agricultural Trade Development and Assistance Act of 1954, as Amended","1961","Eisenhower","R",9,10,19,FALSE,"10900","10900",34,"Other_non"
"12248","Federal Civilian and Military Pay Increases","1980","Carter","D",2,2,4,FALSE,"12248","12248",39,"Other_non"
"11578","Establishment of the Ohio River Basin Commission","1971","Nixon","R",0,4,4,FALSE,"11578","11578",37,"Other_non"
"13763","Providing an Order of Succession Within the Environmental Protection Agency","2017","Obama","D",0,0,0,FALSE,"13763","13763",44,"Obama_non"
"9993","Regulations Relating to Commissioned Officers and Employees of the Public Health Service","1948","Truman","D",3,6,9,FALSE,"9993","9993",33,"Other_non"
"12963","Presidential Advisory Council on HIV/AIDS","1995","Clinton","D",0,3,3,FALSE,"12963","12963",42,"Other_non"
"12962","Recreational Fisheries","1995","Clinton","D",0,1,1,FALSE,"12962","12962",42,"Other_non"
"12979","Agency Procurement Protests","1995","Clinton","D",0,0,0,FALSE,"12979","12979",42,"Other_non"
"13614","Providing an Order of Succession Within the Environmental Protection Agency","2012","Obama","D",2,1,3,FALSE,"13614","13614",44,"Obama_non"
"13198","Agency Responsibilities With Respect to Faith-Based and Community Initiatives","2001","W. Bush","R",0,2,2,FALSE,"13198","13198",43,"Other_non"
"13619","Blocking Property of Persons Threatening the Peace, Security, or Stabilization of Burma","2012","Obama","D",4,2,6,FALSE,"13619","13619",44,"Obama_non"
"13381","Strengthening Processes Relating to Determining Eligibility for Access to Classified National Security Information","2005","W. Bush","R",6,5,11,FALSE,"13381","13381",43,"Other_non"
"10210","Authorizing the Department of Defense and the Department of Commerce to Exercise the Functions and Powers Set Forth in Title Ii of the First War Powers Act, 1941, as Amended by the Act of January 12, 1951, and Prescribing Regulations for the Exercise of Such Functions and Powers","1951","Truman","D",0,7,7,FALSE,"10210","10210",33,"Other_non"
"13737","Providing an Order of Succession Within the Environmental Protection Agency","2016","Obama","D",1,0,1,FALSE,"13737","13737",44,"Obama_non"
"13403","Amendments to Executive Orders 11030, 13279, 13339, 13381, and 13389, and Revocation of Executive Order 13011","2006","W. Bush","R",6,0,6,FALSE,"13403","13403",43,"Other_non"
"13526","Classified National Security Information","2009","Obama","D",3,6,9,FALSE,"13526","13526",44,"Obama_non"
"12301","Integrity and Efficiency in Federal Programs","1981","Reagan","R",0,3,3,FALSE,"12301","12301",40,"Other_non"
"12148","Federal Emergency Management","1979","Carter","D",33,8,41,TRUE,"12148","12148",39,"Other_OSTP"
"12548","Grazing Fees","1986","Reagan","R",0,0,0,FALSE,"12548","12548",40,"Other_non"
"12724","Blocking Iraqi Government Property and Prohibiting Transactions With Iraq","1990","H.W. Bush","R",1,2,3,FALSE,"12724","12724",41,"Other_non"
"12958","Classified National Security Information","1995","Clinton","D",1,22,23,FALSE,"12958","12958",42,"Other_non"
"13328","Commission on the Intelligence Capabilities of the United States Regarding Weapons of Mass Destruction","2004","W. Bush","R",1,1,2,FALSE,"13328","13328",43,"Other_non"
"10108","Designating the United States Mission to the United Nations and Providing for Its Direction and Administration","1950","Truman","D",1,0,1,FALSE,"10108","10108",33,"Other_non"
"12157","President's Management Improvement Council","1979","Carter","D",0,1,1,FALSE,"12157","12157",39,"Other_non"
"12036","United States Foreign Intelligence Activities","1978","Carter","D",3,3,6,FALSE,"12036","12036",39,"Other_non"
"13509","Establishing a White House Council on Automotive Communities and Workers","2009","Obama","D",0,1,1,FALSE,"13509","13509",44,"Obama_non"
"12698","Adjustments of Certain Rates of Pay and Allowances","1989","H.W. Bush","R",2,1,3,FALSE,"12698","12698",41,"Other_non"
"12725","Blocking Kuwaiti Government Property and Prohibiting Transactions With Kuwait","1990","H.W. Bush","R",2,1,3,FALSE,"12725","12725",41,"Other_non"
"10250","Providing for the Performance of Certain Functions of the President by the Secretary of the Interior","1951","Truman","D",0,2,2,FALSE,"10250","10250",33,"Other_non"
"13177","National Commission on the Use of Offsets in Defense Trade and President's Council on the Use of Offsets in Commercial Trade","2000","Clinton","D",0,1,1,FALSE,"13177","13177",42,"Other_non"
"12336","Task Force on Legal Equity for Women","1981","Reagan","R",3,1,4,FALSE,"12336","12336",40,"Other_non"
"13286","Amendment of Executive Orders, and Other Actions, in Connection With the Transfer of Certain Functions to the Secretary of Homeland Security","2003","W. Bush","R",87,5,92,FALSE,"13286","13286",43,"Other_non"
"11717","Transferring Certain Functions from the Office of Management and Budget to the General Services Administration and the Department of Commerce","1973","Nixon","R",1,1,2,FALSE,"11717","11717",37,"Other_non"
"12262","Interagency Employee Benefit Council","1981","Carter","D",0,1,1,FALSE,"12262","12262",39,"Other_non"
"13656","Establishment of the Afghanistan and Pakistan Strategic Partnership Office and Amendment to Executive Order 12163","2014","Obama","D",1,0,1,FALSE,"13656","13656",44,"Obama_non"
"10858","The President's Committee for Traffic Safety","1960","Eisenhower","R",0,3,3,FALSE,"10858","10858",34,"Other_non"
"12573","Amending Executive Order No. 11157 as It Relates to Incentive Pay for Hazardous Duty","1986","Reagan","R",1,0,1,FALSE,"12573","12573",40,"Other_non"
"12859","Establishment of the Domestic Policy Council","1993","Clinton","D",0,3,3,FALSE,"12859","12859",42,"Other_non"
"11527","Amending the Selective Service Regulations","1970","Nixon","R",11,1,12,FALSE,"11527","11527",37,"Other_non"
"13038","Advisory Committee on the Public Interest Obligations of Digital Television Broadcasters","1997","Clinton","D",0,5,5,FALSE,"13038","13038",42,"Other_non"
"10309","Restoring Possession, Use, and Control of Certain Lands Reserved for Military Purposes to the Territory of Hawaii and Transferring Title to Such Lands to the Territory","1951","Truman","D",0,2,2,FALSE,"10309","10309",33,"Other_non"
"11654","Transfer of the Federal Fire Council to the Department of Commerce","1972","Nixon","R",2,1,3,FALSE,"11654","11654",37,"Other_non"
"9918","Creating an Emergency Board to Investigate Disputes Between the Alabama, Tennessee and Northern Railroad Company and Other Carriers, and Certain of Their Employees","1947","Truman","D",0,1,1,FALSE,"9918","9918",33,"Other_non"
"11423","Providing for the Performance of Certain Functions Heretofore Performed by the President With Respect to Certain Facilities Constructed and Maintained on the Borders of the United States","1968","Johnson","D",2,3,5,FALSE,"11423","11423",36,"Other_non"
"11659","Establishment of the Upper Mississippi River Basin Commission","1972","Nixon","R",0,5,5,FALSE,"11659","11659",37,"Other_non"
"11419","Relating to Trade and Other Transactions Involving Southern Rhodesia","1968","Johnson","D",1,6,7,FALSE,"11419","11419",36,"Other_non"
"13146","Presidents Council on the Future of Princeville, North Carolina","2000","Clinton","D",0,0,0,FALSE,"13146","13146",42,"Other_non"
"13050","President's Advisory Board on Race","1997","Clinton","D",0,1,1,FALSE,"13050","13050",42,"Other_non"
"11599","Establishing a Special Action Office for Drug Abuse Prevention","1971","Nixon","R",0,0,0,FALSE,"11599","11599",37,"Other_non"
"9632","Transfer of Jurisdiction from the War Department to the Department of the Interior Over the Interest of the United States in Certain Mineral Deposits in Jefferson Parish, Louisiana","1945","Truman","D",0,0,0,FALSE,"9632","9632",33,"Other_non"
"10281","Defense Materials Procurement and Supply","1951","Truman","D",4,2,6,FALSE,"10281","10281",33,"Other_non"
"13311","Homeland Security Information Sharing","2003","W. Bush","R",2,2,4,FALSE,"13311","13311",43,"Other_non"
"10615","Creating an Emergency Board To Investigate a Dispute Between Certain Carriers Represented by the Eastern, Western, and Southeastern Carriers' Conference Committees and Certain of Their Employees","1955","Eisenhower","R",0,1,1,FALSE,"10615","10615",34,"Other_non"
"13090","President's Commission on the Celebration of Women in American History","1998","Clinton","D",0,2,2,FALSE,"13090","13090",42,"Other_non"
"13600","Establishing the President's Global Development Council","2012","Obama","D",0,2,2,FALSE,"13600","13600",44,"Obama_non"
"13467","Reforming Processes Related to Suitability for Government Employment, Fitness for Contractor Employees, and Eligibility for Access to Classified National Security Information","2008","W. Bush","R",9,6,15,FALSE,"13467","13467",43,"Other_non"
"11658","Establishment of the Missouri River Basin Commission","1972","Nixon","R",0,4,4,FALSE,"11658","11658",37,"Other_non"
"12076","Executive Schedule","1978","Carter","D",1,4,5,FALSE,"12076","12076",39,"Other_non"
"10789","Authorizing Agencies of the Government To Exercise Certain Contracting Authority in Connection With National-Defense Functions and Prescribing Regulations Governing the Exercise of Such Authority","1958","Eisenhower","R",1,9,10,FALSE,"10789","10789",34,"Other_non"
"13479","Transformation of the National Air Transportation System","2008","W. Bush","R",1,0,1,FALSE,"13479","13479",43,"Other_non"
"12018","American Prisoners of War","1977","Carter","D",2,8,10,FALSE,"12018","12018",39,"Other_non"
"12933","Nondisplacement of Qualified Workers Under Certain Contracts","1994","Clinton","D",0,1,1,FALSE,"12933","12933",42,"Other_non"
"10833","Transferring Title to Certain Lands at Sand Island, Territory of Hawaii, to the Territory of Hawaii","1959","Eisenhower","R",0,0,0,FALSE,"10833","10833",34,"Other_non"
"13174","Commission on Workers, Communities, and Economic Change in the New Economy","2000","Clinton","D",0,1,1,FALSE,"13174","13174",42,"Other_non"
"13406","Protecting the Property Rights of the American People","2006","W. Bush","R",1,0,1,FALSE,"13406","13406",43,"Other_non"
"10150","Creating an Emergency Board to Investigate Disputes Between the Atlantic & East Carolina Railway Company and Other Carriers, and Certain of Their Employees","1950","Truman","D",0,1,1,FALSE,"10150","10150",33,"Other_non"
"12905","Trade and Environment Policy Advisory Committee","1994","Clinton","D",0,11,11,FALSE,"12905","12905",42,"Other_non"
"13542","Providing an Order of Succession Within the Department of Agriculture","2010","Obama","D",1,1,2,FALSE,"13542","13542",44,"Obama_non"
"13530","President's Advisory Council on Financial Capability","2010","Obama","D",0,1,1,FALSE,"13530","13530",44,"Obama_non"
"13632","Establishing the Hurricane Sandy Rebuilding Task Force","2012","Obama","D",1,0,1,TRUE,"13632","13632",44,"Obama_OSTP"
"11183","Establishing the President's Commission on White House Fellowships","1964","Johnson","D",0,27,27,FALSE,"11183","11183",36,"Other_non"
"11353","Establishing the President's Advisory Council on Cost Reduction","1967","Johnson","D",0,2,2,FALSE,"11353","11353",36,"Other_non"
"13612","Providing an Order of Succession Within the Department of Agriculture","2012","Obama","D",1,0,1,FALSE,"13612","13612",44,"Obama_non"
"13687","Imposing Additional Sanctions With Respect to North Korea","2015","Obama","D",3,0,3,FALSE,"13687","13687",44,"Obama_non"
"11721","Providing for Federal Pay Administration","1973","Nixon","R",2,3,5,FALSE,"11721","11721",37,"Other_non"
"10308","Improving the Means for Obtaining Compliance with the Nondiscrimination Provisions of Federal Contracts","1951","Truman","D",0,2,2,FALSE,"10308","10308",33,"Other_non"
"10714","Amending the Selective Service Regulations","1957","Eisenhower","R",9,10,19,FALSE,"10714","10714",34,"Other_non"
"10802","Establishing the Committee on Government Activities Affecting Prices and Costs","1959","Eisenhower","R",0,1,1,FALSE,"10802","10802",34,"Other_non"
"12946","President's Advisory Board on Arms Proliferation Policy","1995","Clinton","D",0,1,1,FALSE,"12946","12946",42,"Other_non"
"12550","Amendments to the Manual for Courts- Martial, United States, 1984","1986","Reagan","R",2,8,10,FALSE,"12550","12550",40,"Other_non"
"12954","Ensuring the Economical and Efficient Administration and Completion of Federal Government Contracts","1995","Clinton","D",0,0,0,FALSE,"12954","12954",42,"Other_non"
"13645","Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Freedom and Counter-Proliferation Act of 2012 and Additional Sanctions With Respect to Iran","2013","Obama","D",3,1,4,FALSE,"13645","13645",44,"Obama_non"
"13629","Establishing the White House Homeland Security Partnership Council","2012","Obama","D",0,0,0,FALSE,"13629","13629",44,"Obama_non"
"10409","Award of the Purle Heart to Persons Serving with the Navy, Marine Corps, or Coast Guard of the United States","1952","Truman","D",0,1,1,FALSE,"10409","10409",33,"Other_non"
"12730","Continuation of Export Control Regulations","1990","H.W. Bush","R",4,5,9,FALSE,"12730","12730",41,"Other_non"
"10332","Prescribing the Order of Succession of Officers to Act as Secreetary of Defense, Secretary of the Army, Secretary of the Navy, and Secretary of the Air Force","1952","Truman","D",0,1,1,FALSE,"10332","10332",33,"Other_non"
"12465","Commercial Expendable Launch Vehicle Activities","1984","Reagan","R",0,0,0,FALSE,"12465","12465",40,"Other_non"
"13548","Increasing Federal Employment of Individuals With Disabilities","2010","Obama","D",1,1,2,FALSE,"13548","13548",44,"Obama_non"
"13565","Establishment of the Intellectual Property Enforcement Advisory Committees","2011","Obama","D",0,0,0,FALSE,"13565","13565",44,"Obama_non"
"10480","Further Providing for the Administration of the Defense Mobilization Program","1953","Eisenhower","R",18,23,41,FALSE,"10480","10480",34,"Other_non"
"12580","Superfund Implementation","1987","Reagan","R",2,4,6,FALSE,"12580","12580",40,"Other_non"
"11200","Providing for Establishing User Fees Pursuant to the Land and Water Conservation Fund Act of 1965","1965","Johnson","D",1,0,1,FALSE,"11200","11200",36,"Other_non"
"12834","Ethics Commitments by Executive Branch Appointees","1993","Clinton","D",0,1,1,FALSE,"12834","12834",42,"Other_non"
"10506","Delegating Certain Functions of the President Under the Public Health Service Act","1953","Eisenhower","R",1,1,2,FALSE,"10506","10506",34,"Other_non"
"13186","Responsibilities of Federal Agencies To Protect Migratory Birds","2001","Clinton","D",0,0,0,FALSE,"13186","13186",42,"Other_non"
"11526","Establishing the National Council on Federal Disaster Assistance","1970","Nixon","R",0,2,2,FALSE,"11526","11526",37,"Other_non"
"12404","Charitable Fund-Raising","1983","Reagan","R",1,0,1,FALSE,"12404","12404",40,"Other_non"
"13449","Protection of Striped Bass and Red Drum Fish Populations","2007","W. Bush","R",0,0,0,FALSE,"13449","13449",43,"Other_non"
"12444","Continuation of Export Control Regulations","1983","Reagan","R",2,1,3,FALSE,"12444","12444",40,"Other_non"
"13356","Strengthening the Sharing of Terrorism Information To Protect Americans","2004","W. Bush","R",3,1,4,FALSE,"13356","13356",43,"Other_non"
"12470","Continuation of Export Control Regulations","1984","Reagan","R",2,1,3,FALSE,"12470","12470",40,"Other_non"
"12843","Procurement Requirements and Policies for Federal Agencies for Ozone-Depleting Substances","1993","Clinton","D",0,2,2,FALSE,"12843","12843",42,"Other_non"
"13570","Prohibiting Certain Transactions With Respect to North Korea","2011","Obama","D",2,1,3,FALSE,"13570","13570",44,"Obama_non"
"13602","Establishing a White House Council on Strong Cities, Strong Communities","2012","Obama","D",0,1,1,TRUE,"13602","13602",44,"Obama_OSTP"
"12981","Administration of Export Controls","1995","Clinton","D",3,4,7,FALSE,"12981","12981",42,"Other_non"
"13388","Further Strengthening the Sharing of Terrorism Information To Protect Americans","2005","W. Bush","R",3,1,4,FALSE,"13388","13388",43,"Other_non"
"11092","Assigning Emergency Preparedness Functions to the Federal Communications Commission","1963","Kennedy","D",4,1,5,FALSE,"11092","11092",35,"Other_non"
"12352","Federal Procurement Reforms","1982","Reagan","R",0,1,1,FALSE,"12352","12352",40,"Other_non"
"13230","Presidents Advisory Commission on Educational Excellence for Hispanic Americans","2001","W. Bush","R",1,1,2,FALSE,"13230","13230",43,"Other_non"
"10588","Establishing the President's Commission on Veterans' Pensions","1955","Eisenhower","R",0,0,0,FALSE,"10588","10588",34,"Other_non"
"10648","Restoring Certain Lands Comprising Portions of the Fort Ruger Military Reservation to the Jurisdiction of the Territory of Hawaii","1955","Eisenhower","R",3,1,4,FALSE,"10648","10648",34,"Other_non"
"13440","Interpretation of the Geneva Conventions Common Article 3 as Applied to a Program of Detention and Interrogation Operated by the Central Intelligence Agency","2007","W. Bush","R",0,1,1,FALSE,"13440","13440",43,"Other_non"
"13622","Authorizing Additional Sanctions With Respect to Iran","2012","Obama","D",1,3,4,FALSE,"13622","13622",44,"Obama_non"
"11282","Prevention, Control, and Abatement of Air Pollution by Federal Activities","1966","Johnson","D",1,1,2,FALSE,"11282","11282",36,"Other_non"
"13266","Activities To Promote Personal Fitness","2002","W. Bush","R",0,0,0,FALSE,"13266","13266",43,"Other_non"
"13465","Amending Executive Order 12989, as Amended","2008","W. Bush","R",1,0,1,FALSE,"13465","13465",43,"Other_non"
"13584","Developing an Integrated Strategic Counterterrorism Communications Initiative and Establishing a Temporary Organization To Support Certain Government-Wide Communications Activities Directed Abroad","2011","Obama","D",0,1,1,FALSE,"13584","13584",44,"Obama_non"
"13609","Promoting International Regulatory Cooperation","2012","Obama","D",2,1,3,FALSE,"13609","13609",44,"Obama_non"
"10290","Prescribing Regulations Establishing Minimum Standards for the Classification, Transmission, and Handling, by Departments and Agencies of the Executive Branch, of Official Information Which Requires Safeguarding in the Interest of the Security of the United States","1951","Truman","D",0,3,3,FALSE,"10290","10290",33,"Other_non"
"9897","Amendments to Regulations Relating to Commissioned Officers and Employees of the Public Health Service","1947","Truman","D",1,1,2,FALSE,"9897","9897",33,"Other_non"
"12923","Continuation of Export Control Regulations","1994","Clinton","D",5,1,6,FALSE,"12923","12923",42,"Other_non"
"10232","Amending the Selective Service Regulations","1951","Truman","D",4,3,7,FALSE,"10232","10232",33,"Other_non"
"13372","Clarification of Certain Executive Orders Blocking Property and Prohibiting Certain Transactions","2005","W. Bush","R",5,0,5,FALSE,"13372","13372",43,"Other_non"
"12314","Federal Regional Councils","1981","Reagan","R",1,1,2,FALSE,"12314","12314",40,"Other_non"
"13292","Further Amendment to Executive Order 12958, as Amended, Classified National Security Information","2003","W. Bush","R",1,1,2,FALSE,"13292","13292",43,"Other_non"
"9578","Approving Regulations of the Civil Service Commission Under the Federal Employees Pay Act of 1945","1945","Truman","D",0,0,0,FALSE,"9578","9578",33,"Other_non"
"13222","Continuation of Export Control Regulations","2001","W. Bush","R",6,2,8,FALSE,"13222","13222",43,"Other_non"
"10032","Creating an Emergency Board to Investigate a Dispute Between the Akron, Canton & Youngstown Railroad Company and Other Carriers, and Certain of Their Employees","1949","Truman","D",0,1,1,FALSE,"10032","10032",33,"Other_non"
"13551","Blocking Property of Certain Persons With Respect to North Korea","2010","Obama","D",1,2,3,FALSE,"13551","13551",44,"Obama_non"
"11140","Delegating Certain Functions of the President Relating to the Public Health Service","1964","Johnson","D",6,1,7,FALSE,"11140","11140",36,"Other_non"
"10891","Establishing a Commission To Inquire Into a Controversy Between Certain Carriers and Certain of Their Employees","1960","Eisenhower","R",0,2,2,FALSE,"10891","10891",34,"Other_non"
"12924","Continuation of Export Control Regulations","1994","Clinton","D",6,6,12,FALSE,"12924","12924",42,"Other_non"
"11016","Authorizing Award of the Purple Heart","1962","Kennedy","D",1,4,5,FALSE,"11016","11016",35,"Other_non"
"10987","Agency Systems for Appeals from Adverse Actions","1962","Kennedy","D",0,1,1,FALSE,"10987","10987",35,"Other_non"
"13257","Presidents Interagency Task Force To Monitor and Combat Trafficking in Persons","2002","W. Bush","R",1,2,3,FALSE,"13257","13257",43,"Other_non"
"13080","American Heritage Rivers Initiative Advisory Committee","1998","Clinton","D",0,2,2,FALSE,"13080","13080",42,"Other_non"
"13639","Establishment of the Presidential Commission on Election Administration","2013","Obama","D",0,1,1,FALSE,"13639","13639",44,"Obama_non"
"10980","Establishing the President's Commission on the Status of Women","1961","Kennedy","D",0,1,1,FALSE,"10980","10980",35,"Other_non"
"12264","Export of Banned or Significantly Restricted Substances","1981","Carter","D",0,1,1,FALSE,"12264","12264",39,"Other_non"
"13389","Creation of the Gulf Coast Recovery and Rebuilding Council","2005","W. Bush","R",0,2,2,FALSE,"13389","13389",43,"Other_non"
"13608","Prohibiting Certain Transactions With and Suspending Entry Into the United States of Foreign Sanctions Evaders With Respect to Iran and Syria","2012","Obama","D",5,0,5,FALSE,"13608","13608",44,"Obama_non"
"11307","Coordination of Federal Programs Affecting Agricultural and Rural Area Development","1966","Johnson","D",1,1,2,FALSE,"11307","11307",36,"Other_non"
"12564","Drug-Free Federal Workplace","1986","Reagan","R",3,0,3,FALSE,"12564","12564",40,"Other_non"
"12555","Protection of Cultural Property","1986","Reagan","R",0,1,1,FALSE,"12555","12555",40,"Other_non"
"12049","Defense Economic Adjustment Programs","1978","Carter","D",0,3,3,FALSE,"12049","12049",39,"Other_non"
"12777","Implementation of Section 311 of the Federal Water Pollution Control Act of October 18, 1972, as Amended, and the Oil Pollution Act of 1990","1991","H.W. Bush","R",4,3,7,FALSE,"12777","12777",41,"Other_non"
"11788","Providing for the Orderly Termination of Economic Stabilization Activities","1974","Nixon","R",9,1,10,FALSE,"11788","11788",37,"Other_non"
"12810","Blocking Property of and Prohibiting Transactions With the Federal Republic of Yugoslavia (Serbia and Montenegro)","1992","H.W. Bush","R",1,4,5,FALSE,"12810","12810",41,"Other_non"
"11470","Prescribing Arrangements for the Structure and Conduct of a National Program for Voluntary Action","1969","Nixon","R",0,2,2,FALSE,"11470","11470",37,"Other_non"
"13392","Improving Agency Disclosure of Information","2005","W. Bush","R",0,0,0,FALSE,"13392","13392",43,"Other_non"
"11341","Establishing the President's Commission on Postal Organization","1967","Johnson","D",0,0,0,FALSE,"11341","11341",36,"Other_non"
"10161","Delegating Certain Functions of the President Under the Defense Production Act of 1950","1950","Truman","D",0,18,18,FALSE,"10161","10161",33,"Other_non"
"12503","Presidential Commission on Outdoor Recreation Resources Review","1985","Reagan","R",0,2,2,FALSE,"12503","12503",40,"Other_non"
"13638","Amendments to Executive Order 12777","2013","Obama","D",1,0,1,FALSE,"13638","13638",44,"Obama_non"
"13199","Establishment of White House Office of Faith-Based and Community Initiatives","2001","W. Bush","R",0,3,3,FALSE,"13199","13199",43,"Other_non"
"11610","Further Amending Executive Order 10789 Authorizing Agencies of the Government to Exercise Certain Contracting Authority in Connection with National Defense Functions and Prescribing Regulations Governing the Exercise of Such Authority","1971","Nixon","R",3,0,3,FALSE,"11610","11610",37,"Other_non"
